,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
47712,Sri Lanka,West Indies,Bangalore,121,1,1,6.100840336134453,35.0,122
36266,Australia,Pakistan,Dubai,42,86,10,7.411764705882353,38.0,168
4304,England,India,Manchester,76,62,9,7.862068965517241,27.0,159
42244,South Africa,West Indies,Durban,46,93,10,10.222222222222221,46.0,195
39733,West Indies,Bangladesh,Mirpur,44,78,10,6.285714285714286,30.0,171
44925,India,Australia,Melbourne,165,13,8,9.25233644859813,57.0,184
34060,West Indies,England,Nottingham,124,17,6,7.223300970873787,57.0,172
38577,West Indies,New Zealand,Wellington,144,10,5,7.8545454545454545,55.0,159
21101,New Zealand,Pakistan,London,79,39,4,5.851851851851852,26.0,99
31322,India,Afghanistan,Colombo,108,33,7,7.448275862068965,43.0,159
45730,Sri Lanka,New Zealand,Auckland,49,70,7,5.88,31.0,142
26320,Australia,England,Barbados,141,5,5,7.356521739130435,51.0,147
25548,Pakistan,South Africa,St Lucia,116,26,6,7.404255319148936,53.0,148
30571,West Indies,England,London,57,42,7,4.384615384615385,19.0,113
49524,India,Bangladesh,Mirpur,92,34,7,6.4186046511627906,44.0,166
23170,Pakistan,Sri Lanka,Colombo,71,62,7,7.344827586206897,24.0,172
34378,West Indies,Australia,St Lucia,146,5,4,7.6173913043478265,54.0,150
27836,New Zealand,Sri Lanka,Lauderhill,42,73,8,5.361702127659575,27.0,120
28360,Pakistan,New Zealand,Auckland,96,29,3,6.329670329670329,24.0,143
13366,West Indies,New Zealand,Auckland,92,64,5,9.857142857142858,34.0,180
37154,South Africa,Sri Lanka,Colombo,75,29,6,4.945054945054945,25.0,115
1668,West Indies,Pakistan,Abu Dhabi,38,64,6,4.071428571428571,21.0,103
17319,Sri Lanka,Australia,Cape Town,26,84,6,4.333333333333333,19.0,101
47666,Sri Lanka,West Indies,Bangalore,65,44,5,5.131578947368421,18.0,122
39612,South Africa,New Zealand,Chittagong,44,76,7,6.0,31.0,170
46789,New Zealand,India,Nagpur,49,66,7,5.444444444444445,27.0,126
27492,England,Pakistan,Dubai,80,50,9,6.857142857142857,39.0,148
46821,New Zealand,India,Nagpur,78,37,6,5.63855421686747,28.0,126
22425,India,New Zealand,Christchurch,82,63,5,8.631578947368421,41.0,162
22647,England,South Africa,Johannesburg,41,91,8,8.482758620689655,40.0,202
45611,New Zealand,Sri Lanka,Mount Maunganui,83,68,10,9.576923076923077,34.0,182
5270,India,South Africa,Cape Town,63,77,9,8.790697674418604,36.0,172
19272,Australia,South Africa,Johannesburg,150,5,3,7.826086956521739,56.0,166
35369,Australia,England,Southampton,221,19,8,13.128712871287128,84.0,248
24499,Pakistan,England,Barbados,56,77,9,7.813953488372093,37.0,147
21128,New Zealand,Pakistan,London,94,13,1,5.271028037383178,20.0,99
40400,Pakistan,Bangladesh,Mirpur,113,40,7,8.475,45.0,190
47795,Bangladesh,Australia,Bangalore,93,40,6,6.975,43.0,156
6422,South Africa,Sri Lanka,Colombo,73,54,3,6.636363636363637,25.0,98
6419,South Africa,Sri Lanka,Colombo,69,57,5,6.571428571428571,27.0,98
26867,Pakistan,New Zealand,Dubai,93,51,7,8.08695652173913,43.0,161
19574,Australia,New Zealand,Sydney,58,71,7,7.1020408163265305,25.0,150
46260,Sri Lanka,West Indies,Pallekele,124,39,8,9.185185185185185,43.0,215
24618,South Africa,New Zealand,Barbados,47,85,9,8.057142857142857,42.0,170
25798,India,Sri Lanka,St Lucia,134,24,8,8.375,38.0,163
10341,India,Bangladesh,Nagpur,64,64,8,6.857142857142857,34.0,174
33553,India,South Africa,Colombo,109,30,6,7.266666666666667,40.0,152
29307,Australia,South Africa,Johannesburg,31,78,8,4.428571428571429,27.0,147
40520,India,Australia,Mirpur,74,45,6,5.92,23.0,159
49362,England,West Indies,Kolkata,46,73,7,5.872340425531915,37.0,155
35955,New Zealand,England,Wellington,95,35,7,6.705882352941177,34.0,139
8568,Pakistan,Australia,Dubai,126,12,6,7.0,36.0,147
47904,New Zealand,Pakistan,Chandigarh,93,54,8,8.454545454545455,38.0,180
48032,England,Afghanistan,Delhi,65,48,4,5.416666666666667,16.0,142
487,New Zealand,Bangladesh,Mount Maunganui,176,7,6,9.345132743362832,74.0,194
9579,England,South Africa,Durban,78,72,8,9.75,60.0,204
41859,South Africa,West Indies,Cape Town,53,70,8,6.36,30.0,165
30288,India,England,Kolkata,36,81,7,5.538461538461538,31.0,120
9508,Pakistan,Australia,Sydney,72,53,7,6.447761194029851,33.0,107
39540,West Indies,India,Mirpur,83,23,6,5.134020618556701,30.0,129
5581,India,Sri Lanka,Colombo,142,21,7,8.606060606060606,43.0,174
80,Australia,Sri Lanka,Melbourne,94,40,8,7.05,29.0,168
28558,Pakistan,New Zealand,Christchurch,77,76,10,10.5,63.0,183
26896,Pakistan,New Zealand,Dubai,128,23,5,7.917525773195877,36.0,161
36922,India,Pakistan,Bangalore,124,12,3,6.888888888888889,22.0,133
28610,Pakistan,New Zealand,Christchurch,124,26,6,7.914893617021277,32.0,183
2045,New Zealand,England,Wellington,78,62,9,8.068965517241379,38.0,196
31569,England,Afghanistan,Colombo,107,33,8,7.379310344827586,34.0,196
31471,New Zealand,Bangladesh,Pallekele,160,10,8,8.727272727272727,50.0,191
8284,New Zealand,Sri Lanka,Auckland,74,45,5,5.92,35.0,179
36687,New Zealand,Sri Lanka,Pallekele,72,37,3,5.204819277108434,47.0,74
24890,Sri Lanka,West Indies,Barbados,94,56,9,8.8125,50.0,195
16369,Bangladesh,Australia,Cape Town,88,34,7,6.1395348837209305,28.0,123
45371,Sri Lanka,England,Southampton,77,64,7,8.25,51.0,140
9392,Sri Lanka,Australia,Melbourne,76,49,8,6.422535211267606,30.0,142
36578,Sri Lanka,Australia,Melbourne,117,22,6,7.163265306122449,46.0,161
41346,South Africa,Pakistan,Johannesburg,54,89,10,10.451612903225806,50.0,153
48641,England,Sri Lanka,Delhi,80,50,8,6.857142857142857,34.0,171
46790,New Zealand,India,Nagpur,50,65,7,5.454545454545454,28.0,126
16136,Bangladesh,South Africa,Cape Town,125,18,3,7.352941176470588,22.0,144
23026,Bangladesh,West Indies,St Kitts,45,80,6,6.75,33.0,118
24416,Australia,Bangladesh,Barbados,74,35,4,5.223529411764706,24.0,141
535,South Africa,New Zealand,Auckland,58,81,9,8.923076923076923,44.0,185
22580,Sri Lanka,India,Colombo,120,31,7,8.089887640449438,42.0,171
12109,England,Pakistan,Manchester,26,89,9,5.032258064516129,25.0,131
29974,South Africa,New Zealand,Wellington,102,28,5,6.6521739130434785,41.0,147
32671,New Zealand,England,Pallekele,68,48,6,5.666666666666667,25.0,148
10265,India,Bangladesh,Delhi,109,19,5,6.475247524752476,34.0,148
26917,Pakistan,New Zealand,Dubai,159,2,3,8.084745762711865,43.0,161
